Date,Air Temp Max (C),Air Temp Min (C),Air Temp Mean (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks
1988-10-23,21.645,1.11,11.3775,0,4.064,,,0,0,0,0,
1988-10-24,20.535,2.22,11.3775,0,4.064,,,0,0,0,0,
1988-10-25,21.645,2.775,12.21,0,4.064,,,0,0,0,0,
1988-10-26,19.425,0,9.7125,0,4.064,,,0,0,0,0,
1988-10-27,17.205,1.11,9.1575,0,4.064,,,0,0,0,0,
1988-10-28,14.43,0,7.215,0,4.064,,,0,0,0,0,
1988-10-29,16.095,-1.11,7.4925,0,4.064,,,0,0,0,0,
1988-10-30,18.315,-0.555,8.88,0,4.064,,,0,0,0,0,
1988-10-31,17.76,0,8.88,0,4.064,,,0,0,0,0,
1988-11-01,9.435,-1.11,4.1625,2.032,6,,100,0,0,0,0,
1988-11-02,4.44,-1.11,1.665,18.796,24.796,,100,0,0,0,0,
1988-11-03,7.215,1.665,4.44,12.192,36.988,,100,0,0,0,0,
1988-11-04,15.54,1.11,8.325,0,36.988,,,0,0,0,0,
1988-11-05,16.65,1.665,9.1575,2.794,39.782,,100,0,0,0,0,
1988-11-06,9.99,1.11,5.55,8.128,47.91,,100,0,0,0,0,
1988-11-07,6.66,0.555,3.6075,0,47.91,,,0,0,0,0,
1988-11-08,0.555,-2.775,-1.11,3.048,50.958,99,1,6.35,6.35,6.35,--,
1988-11-09,3.33,-3.33,0,9.906,60.864,100,,T,6.35,5.08,--,
1988-11-10,0.555,-1.665,-0.555,17.018,77.882,70,30,10.16,16.51,10.16,--,
1988-11-11,2.775,-1.665,0.555,0,77.882,100,,T,16.51,--,--,
1988-11-12,3.33,0.555,1.9425,24.892,102.774,2,98,0,16.51,5.08,--,
1988-11-13,2.22,-3.33,-0.555,70.104,172.878,50,50,19.05,35.56,2.54,--,approx.
1988-11-14,0.555,-7.215,-3.33,5.08,177.958,100,,22.86,58.42,40.64,5.334,
1988-11-15,-2.22,-6.66,-4.44,3.048,181.006,100,,T,58.42,35.56,--,
1988-11-16,-1.665,-6.66,-4.1625,23.876,204.882,100,,12.7,71.12,33.02,--,
1988-11-17,-3.33,-8.88,-6.105,9.906,214.788,100,,15.24,86.36,54.61,--,
1988-11-18,-1.11,-11.1,-6.105,1.016,215.804,100,,1.27,87.63,53.34,10.16,
1988-11-19,2.775,-8.88,-3.0525,0,215.804,,,0,87.63,49.53,--,
1988-11-20,4.44,-7.77,-1.665,0.254,216.058,100,,T,87.63,46.99,--,
1988-11-21,2.22,-8.325,-3.0525,16.002,232.06,99,1,1.27,88.9,43.18,--,
1988-11-22,2.22,-1.665,0.2775,91.948,324.008,20,80,20.32,109.22,58.928,16.002,
1988-11-23,1.11,-7.77,-3.33,83.058,407.066,90,10,39.37,148.59,78.994,20.32,
1988-11-24,-3.885,-8.88,-6.3825,18.796,425.862,100,,8.89,157.48,88.9,--,
1988-11-25,-1.665,-5.55,-3.6075,19.05,444.912,100,,24.13,181.61,100.076,23.876,
1988-11-26,0,-7.77,-3.885,2.032,446.944,100,,1.27,182.88,--,--,
1988-11-27,1.665,-8.88,-3.6075,1.016,447.96,100,,0,182.88,91.44,--,
1988-11-28,3.885,-4.44,-0.2775,7.874,455.834,100,,5.08,187.96,89.916,23.622,
1988-11-29,9.435,-2.775,3.33,0,455.834,,,0,187.96,88.9,--,
1988-11-30,10.545,-3.33,3.6075,0,455.834,,,0,187.96,84.328,23.622,
1988-12-01,12.21,-6.66,2.775,0,456,,,0,188,82.55,--,
1988-12-02,7.77,-6.105,0.8325,0,456,,,0,188,76.708,22.098,
1988-12-03,9.435,-6.105,1.665,0,456,,,0,188,--,--,
1988-12-04,12.21,-6.105,3.0525,0,456,,,0,188,78.74,--,
1988-12-05,10.545,-4.44,3.0525,0,456,,,0,188,72.644,21.844,
1988-12-06,11.655,-2.775,4.44,0,456,,,0,188,73.66,--,
1988-12-07,2.22,-2.775,-0.2775,0,456,,,0,188,70.104,21.844,
1988-12-08,3.33,-3.33,0,0,456,,,0,188,69.85,--,
1988-12-09,7.77,-2.775,2.4975,0,456,,,0,188,67.564,21.59,
1988-12-10,11.655,-2.775,4.44,0,456,,,0,188,--,--,
1988-12-11,11.655,-4.995,3.33,0,456,,,0,188,66.04,--,
1988-12-12,14.43,-1.11,6.66,0,456,,,0,188,62.23,20.066,
1988-12-13,11.1,-4.995,3.0525,0,456,,,0,188,62.23,--,
1988-12-14,8.325,-9.99,-0.8325,1.016,457.016,100,,0,188,59.182,19.558,
1988-12-15,-5.55,-10.545,-8.0475,1.016,458.032,100,,T,188,59.69,--,
1988-12-16,1.665,-7.215,-2.775,0,458.032,,,0,188,58.42,19.812,
1988-12-17,3.33,-3.885,-0.2775,1.016,459.048,100,,1.27,189.27,60.96,--,
1988-12-18,1.11,-3.885,-1.3875,6.858,465.906,100,,7.62,196.89,66.04,--,
1988-12-19,-1.665,-4.995,-3.33,6.096,472.002,100,,6.35,203.24,67.564,21.082,
1988-12-20,-2.22,-7.215,-4.7175,18.034,490.036,100,,22.86,226.1,68.58,--,
1988-12-21,-6.105,-8.88,-7.4925,37.846,527.882,100,,31.75,257.85,109.728,27.178,
1988-12-22,-4.995,-12.765,-8.88,41.148,569.03,100,,41.91,299.76,124.46,--,
1988-12-23,-2.22,-16.65,-9.435,1.016,570.046,100,,15.24,315,150.622,34.544,
1988-12-24,-2.22,-9.435,-5.8275,57.912,627.958,100,,--,315,--,--,
1988-12-25,-6.105,-16.095,-11.1,1.016,628.974,100,,--,315,--,--,
1988-12-26,-8.325,-19.425,-13.875,1.016,629.99,100,,--,315,--,--,
1988-12-27,-7.77,-17.76,-12.765,7.112,637.102,100,,52.07,367.07,159.004,38.354,snow board not checked 24th-26th
1988-12-28,-5.55,-14.43,-9.99,0.762,637.864,100,,2.54,369.61,163.576,40.894,
1988-12-29,1.11,-14.985,-6.9375,0,637.864,,,0,369.61,161.29,--,
1988-12-30,0,-6.66,-3.33,18.034,655.898,100,,5.08,374.69,152.654,39.878,
1988-12-31,-2.22,-9.435,-5.8275,12.192,668.09,100,,30.48,405.17,175.26,--,
1989-01-01,-1.11,-12.765,-6.9375,0,668,,,0,405.2,--,--,
1989-01-02,6.105,-10.545,-2.22,0,668,,,0,405.2,--,--,
1989-01-03,7.77,-6.105,0.8325,0,668,,,0,405.2,152.4,40.894,
1989-01-04,4.995,-8.88,-1.9425,1.016,669.016,100,,0,405.2,146.304,41.91,
1989-01-05,-2.22,-12.21,-7.215,53.848,722.864,100,,44.45,449.65,165.1,--,
1989-01-06,-4.995,-15.54,-10.2675,2.032,724.896,100,,16.51,466.16,190.246,50.038,
1989-01-07,-4.995,-19.425,-12.21,11.176,736.072,100,,--,466.16,--,--,
1989-01-08,-2.22,-19.98,-11.1,0,736.072,,,0,466.16,--,--,
1989-01-09,2.22,-2.775,-0.2775,0,736.072,,,12.7,478.86,181.61,49.022,
1989-01-10,-1.11,-10.545,-5.8275,18.034,754.106,100,,15.24,494.1,177.8,--,
1989-01-11,-5.55,-10.545,-8.0475,0,754.106,,,0,494.1,181.102,50.292,
1989-01-12,2.775,-9.99,-3.6075,0,754.106,,,0,494.1,177.8,--,
1989-01-13,0,-11.655,-5.8275,1.016,755.122,100,,1.27,495.37,175.26,50.292,
1989-01-14,-1.665,-14.43,-8.0475,0,755.122,,,--,495.37,--,--,
1989-01-15,2.22,-14.985,-6.3825,0,755.122,,,--,495.37,--,--,
1989-01-16,3.885,-11.1,-3.6075,0,755.122,,,--,495.37,--,--,
1989-01-17,11.655,-9.435,1.11,0,755.122,,,2.54,497.91,167.386,50.546,
1989-01-18,12.21,-2.22,4.995,0,755.122,,,0,497.91,163.576,51.054,
1989-01-19,11.1,-4.44,3.33,0,755.122,,,0,497.91,160.02,--,
1989-01-20,12.765,-4.995,3.885,0,755.122,,,0,497.91,155.956,49.53,
1989-01-21,9.435,-4.995,2.22,0,755.122,,,0,497.91,--,--,
1989-01-22,2.22,-2.22,0,6.096,761.218,100,,0,497.91,--,--,
1989-01-23,0.555,-8.88,-4.1625,1.016,762.234,,,7.62,505.53,154.94,49.784,
1989-01-24,-2.22,-14.43,-8.325,0,762.234,,,0,505.53,154.94,--,approx.
1989-01-25,-0.555,-8.88,-4.7175,0,762.234,,,0,505.53,152.654,50.546,
1989-01-26,4.44,-10.545,-3.0525,0,762.234,,,0,505.53,152.4,--,
1989-01-27,8.88,-8.88,0,0,762.234,,,0,505.53,151.13,--,
1989-01-28,7.215,-6.66,0.2775,0,762.234,,,0,505.53,148.336,49.784,
1989-01-29,7.77,-1.11,3.33,0,762.234,,,0,505.53,--,--,
1989-01-30,12.21,-4.995,3.6075,0,762.234,,,0,505.53,145.796,49.784,
1989-01-31,9.435,-6.105,1.665,1.016,763.25,100,,0,505.53,142.24,--,
1989-02-01,0.555,-8.88,-4.1625,20.066,783,100,,10.16,515.7,141.478,48.768,
1989-02-02,-7.77,-11.1,-9.435,29.972,812.972,100,,21.59,537.29,157.48,--,
1989-02-03,-7.215,-11.1,-9.1575,52.07,865.042,100,,132.08,669.37,254.762,59.69,
1989-02-04,-8.88,-17.76,-13.32,11.938,876.98,100,,36.83,706.2,251.46,--,
1989-02-05,-12.21,-19.98,-16.095,1.016,877.996,100,,1.27,707.47,233.68,--,
1989-02-06,-11.1,-23.31,-17.205,0,877.996,,,0,707.47,219.71,61.976,
1989-02-07,-7.77,-22.2,-14.985,0,877.996,,,0,707.47,210.82,--,
1989-02-08,-5.55,-21.09,-13.32,0,877.996,,,0,707.47,201.676,61.214,
1989-02-09,0,-12.765,-6.3825,7.112,885.108,100,,5.08,712.55,198.12,--,
1989-02-10,0.555,-6.105,-2.775,5.08,890.188,100,,3.81,716.36,199.39,61.214,
1989-02-11,-0.555,-11.655,-6.105,3.81,893.998,100,,5.08,721.44,199.39,--,
1989-02-12,2.775,-10.545,-3.885,1.016,895.014,100,,1.27,722.71,198.12,--,
1989-02-13,0,-14.985,-7.4925,1.016,896.03,100,,1.27,723.98,192.024,62.484,
1989-02-14,3.33,-16.095,-6.3825,0,896.03,,,0,723.98,190.5,--,
1989-02-15,4.44,-13.32,-4.44,0,896.03,,,0,723.98,187.96,60.96,
1989-02-16,7.77,-4.44,1.665,0,896.03,,,0,723.98,186.69,--,
1989-02-17,8.88,-4.995,1.9425,0,896.03,,,0,723.98,179.578,61.976,
1989-02-18,4.44,-1.11,1.665,20.066,916.096,100,,T,723.98,177.8,--,
1989-02-19,2.775,-2.775,0,8.89,924.986,100,,15.24,739.22,190.5,--,
1989-02-20,7.77,-8.325,-0.2775,T,924.986,100,,T,739.22,190.5,--,
1989-02-21,5.55,-2.775,1.3875,1.016,926.002,10,90,T,739.22,182.372,61.722,
1989-02-22,4.44,1.11,2.775,24.13,950.132,70,30,2.54,741.76,177.292,62.484,
1989-02-23,7.77,1.11,4.44,T,950.132,100,,T,741.76,176.53,63.5,
1989-02-24,6.66,2.22,4.44,T,950.132,,100,0,741.76,173.228,62.23,
1989-02-25,6.66,0.555,3.6075,5.842,955.974,70,30,1.27,743.03,176.53,--,
1989-02-26,11.1,-2.22,4.44,0,955.974,,,0,743.03,167.386,61.214,
1989-02-27,9.435,-5.55,1.9425,0,955.974,,,0,743.03,164.592,60.198,
1989-02-28,8.88,-7.215,0.8325,0,955.974,,,0,743.03,163.83,--,
1989-03-01,6.66,-3.33,1.665,20.066,976,100,,1.27,744.3,158.75,59.69,
1989-03-02,-0.555,-8.88,-4.7175,73.152,1049.152,100,,68.58,812.88,213.36,--,
1989-03-03,-1.11,-16.65,-8.88,0,1049.152,,,15.24,828.12,227.584,71.374,
1989-03-04,1.665,-9.435,-3.885,5.842,1054.994,80,20,5.08,833.2,217.17,--,
1989-03-05,3.33,0,1.665,25.146,1080.14,,100,0,833.2,--,--,
1989-03-06,6.66,1.11,3.885,10.922,1091.062,5,95,0,833.2,197.866,71.882,
1989-03-07,5.55,0.555,3.0525,44.958,1136.02,1,99,2.54,835.74,186.436,72.644,
1989-03-08,3.885,1.11,2.4975,59.944,1195.964,10,90,1.27,837.01,181.61,73.406,
1989-03-09,4.44,0.555,2.4975,17.018,1212.982,10,90,T,837.01,176.276,70.358,
1989-03-10,6.66,1.11,3.885,11.938,1224.92,,100,0,837.01,172.466,69.342,
1989-03-11,7.77,0,3.885,19.05,1243.97,80,20,5.08,842.09,175.006,70.612,
1989-03-12,4.995,-1.11,1.9425,1.016,1244.986,100,,0,842.09,170.18,68.072,
1989-03-13,1.11,-8.88,-3.885,26.416,1271.402,100,,12.7,854.79,181.61,69.088,
1989-03-14,8.325,-11.1,-1.3875,0,1271.402,,,0,854.79,179.07,--,
1989-03-15,9.435,-4.995,2.22,0,1271.402,,,0,854.79,173.99,69.85,
1989-03-16,1.11,-4.44,-1.665,42.926,1314.328,99,1,38.1,892.89,186.69,--,
1989-03-17,1.11,-4.995,-1.9425,12.954,1327.282,100,,6.35,899.24,207.264,72.898,
1989-03-18,0.555,-3.885,-1.665,51.054,1378.336,100,,33.02,932.26,228.6,--,
1989-03-19,3.885,-2.22,0.8325,6.096,1384.432,100,,25.4,957.66,238.76,--,
1989-03-20,9.99,-5.55,2.22,0,1384.432,,,0,957.66,218.186,81.026,
1989-03-21,7.215,-2.22,2.4975,1.016,1385.448,99,1,0,957.66,210.82,--,
1989-03-22,11.1,-4.44,3.33,0,1385.448,,,0,957.66,202.438,82.042,
1989-03-23,7.77,-3.33,2.22,17.018,1402.466,100,,0,957.66,196.85,--,
1989-03-24,4.44,0,2.22,53.848,1456.314,100,,25.4,983.06,216.916,85.598,
1989-03-25,1.665,-3.885,-1.11,44.958,1501.272,100,,52.07,1035.13,254,--,
1989-03-26,4.995,-9.99,-2.4975,0,1501.272,,,10.16,1045.29,256.54,--,
1989-03-27,6.66,-2.775,1.9425,12.954,1514.226,,100,0,1045.29,239.776,92.202,
1989-03-28,6.105,1.11,3.6075,8.128,1522.354,,100,0,1045.29,220.98,--,
1989-03-29,9.99,-1.665,4.1625,0,1522.354,,,0,1045.29,216.408,90.17,
1989-03-30,12.21,-3.885,4.1625,0,1522.354,,,0,1045.29,213.36,--,
1989-03-31,3.885,1.11,2.4975,17.018,1539.372,,100,0,1045.29,207.01,88.646,
1989-04-01,5.55,-1.11,2.22,8.89,1548,1,99,T,1045.3,201.93,--,
1989-04-02,2.22,1.11,1.665,20.066,1568.066,50,50,10.16,1055.46,210.82,--,
1989-04-03,10.545,-0.555,4.995,0,1568.066,,,0,1055.46,208.788,89.408,
1989-04-04,16.65,-1.11,7.77,0,1568.066,,,0,1055.46,201.93,--,
1989-04-05,19.98,-1.11,9.435,0,1568.066,,,0,1055.46,196.85,83.82,
1989-04-06,20.535,1.11,10.8225,0,1568.066,,,0,1055.46,190.5,--,
1989-04-07,21.09,0,10.545,0,1568.066,,,0,1055.46,186.436,80.264,
1989-04-08,20.535,0.555,10.545,0,1568.066,,,0,1055.46,180.34,--,
1989-04-09,21.09,0.555,10.8225,0,1568.066,,,0,1055.46,175.26,--,
1989-04-10,16.095,0.555,8.325,0,1568.066,,,0,1055.46,166.624,71.628,
1989-04-11,17.205,1.11,9.1575,0,1568.066,,,0,1055.46,161.29,--,
1989-04-12,16.65,1.11,8.88,0,1568.066,,,0,1055.46,153.416,65.278,
1989-04-13,17.76,-1.11,8.325,0,1568.066,,,0,1055.46,147.32,--,
1989-04-14,16.095,1.11,8.6025,0,1568.066,,,0,1055.46,132.842,57.15,
1989-04-15,16.095,-0.555,7.77,0,1568.066,,,0,1055.46,--,--,
1989-04-16,17.76,-0.555,8.6025,0,1568.066,,,0,1055.46,--,--,
1989-04-17,17.76,-0.555,8.6025,0,1568.066,,,0,1055.46,113.284,48.514,large cone around snow cage
1989-04-18,19.98,-1.11,9.435,0,1568.066,,,0,1055.46,116.84,--,
1989-04-19,16.65,1.11,8.88,0,1568.066,,,0,1055.46,108.204,50.546,cone filled in
1989-04-20,11.655,1.11,6.3825,0,1568.066,,,0,1055.46,104.14,--,
1989-04-21,6.105,-2.775,1.665,23.114,1591.18,99,1,7.62,1063.08,100.33,45.72,
1989-04-22,4.44,-3.885,0.2775,2.032,1593.212,100,,6.35,1069.43,114.3,--,
1989-04-23,-0.555,-4.44,-2.4975,26.924,1620.136,100,,31.75,1101.18,109.982,46.736,
1989-04-24,0,-6.105,-3.0525,10.922,1631.058,100,,10.16,1111.34,132.334,49.022,
1989-04-25,2.775,-8.325,-2.775,13.97,1645.028,100,,22.86,1134.2,149.86,--,
1989-04-26,2.775,-10.545,-3.885,1.016,1646.044,100,,T,1134.2,136.652,52.07,
1989-04-27,9.435,-7.215,1.11,T,1646.044,100,,1.27,1135.47,139.7,--,
1989-04-28,12.21,-4.995,3.6075,0,1646.044,,,0,1135.47,126.746,50.546,
1989-04-29,13.32,-3.33,4.995,0,1646.044,,,0,1135.47,118.11,--,
1989-04-30,9.435,0,4.7175,0,1646.044,50,50,0,1135.47,109.22,--,
1989-05-01,14.43,-0.555,6.9375,0,1646,,,0,1135.5,105.156,45.466,
1989-05-02,14.43,-2.22,6.105,0,1646,,,0,1135.5,100.33,--,
1989-05-03,17.205,0,8.6025,0,1646,,,0,1135.5,89.916,40.894,
1989-05-04,20.535,1.665,11.1,0,1646,,,0,1135.5,83.82,--,
1989-05-05,20.535,1.665,11.1,0,1646,,,0,1135.5,69.596,32.512,
1989-05-06,20.535,2.22,11.3775,0,1646,,,0,1135.5,60.96,--,
1989-05-07,19.98,2.775,11.3775,0,1646,,,0,1135.5,48.26,22.86,
1989-05-08,17.76,2.775,10.2675,0,1646,,,0,1135.5,40.64,--,
1989-05-09,7.77,2.22,4.995,8.89,1654.89,,100,0,1135.5,28.956,11.684,
1989-05-10,7.215,0,3.6075,1.016,1655.906,60,40,T,1135.5,27.94,--,
1989-05-11,10.545,0.555,5.55,1.016,1656.922,40,60,T,1135.5,27.94,--,
1989-05-12,10.545,-1.11,4.7175,1.016,1657.938,,100,0,1135.5,25.4,--,
1989-05-13,9.99,0,4.995,1.016,1658.954,,100,0,1135.5,22.86,--,
1989-05-14,9.435,-0.555,4.44,3.048,1662.002,,100,0,1135.5,15.24,--,
1989-05-15,9.99,1.11,5.55,5.842,1667.844,80,20,2.54,1138.04,16.51,--,
1989-05-16,17.76,-1.665,8.0475,0,1667.844,,,0,1138.04,0,0,
1989-05-17,16.65,1.665,9.1575,0,1667.844,,,0,1138.04,0,0,
1989-05-18,9.99,0.555,5.2725,0,1667.844,,,0,1138.04,0,0,
1989-05-19,18.315,0,9.1575,0,1667.844,,,0,1138.04,0,0,
1989-05-20,17.205,1.11,9.1575,0,1667.844,,,0,1138.04,0,0,
1989-05-21,16.095,-0.555,7.77,0,1667.844,,,0,1138.04,0,0,
1989-05-22,14.43,0.555,7.4925,3.048,1670.892,100,,0,1138.04,0,0,
1989-05-23,4.44,-3.33,0.555,16.002,1686.894,100,,12.7,1150.74,12.7,2.54,
1989-05-24,7.77,-4.995,1.3875,0,1686.894,,,0,1150.74,0,0,
1989-05-25,14.43,-3.885,5.2725,0,1686.894,,,0,1150.74,0,0,
1989-05-26,17.76,-0.555,8.6025,0,1686.894,,,0,1150.74,0,0,
1989-05-27,14.43,0.555,7.4925,0,1686.894,,,0,1150.74,0,0,
1989-05-28,7.77,-0.555,3.6075,2.032,1688.926,100,,0,1150.74,0,0,
1989-05-29,7.77,-1.11,3.33,6.096,1695.022,100,,2.54,1153.28,2.54,--,
1989-05-30,13.32,-1.665,5.8275,1.016,1696.038,100,,T,1153.28,0,0,
1989-05-31,16.65,-0.555,8.0475,0,1696.038,,,0,1153.28,0,0,
1989-06-01,19.98,1.11,10.545,0,1696,,,0,1153.3,0,0,
1989-06-02,22.2,3.33,12.765,1.778,1697.778,,100,0,1153.3,0,0,
1989-06-03,16.095,4.995,10.545,6.096,1703.874,,100,0,1153.3,0,0,
1989-06-04,13.875,4.44,9.1575,17.018,1720.892,,100,0,1153.3,0,0,
1989-06-05,15.54,3.885,9.7125,0,1720.892,,,0,1153.3,0,0,
1989-06-06,18.315,4.44,11.3775,1.016,1721.908,,100,0,1153.3,0,0,
1989-06-07,16.095,4.995,10.545,3.048,1724.956,,100,0,1153.3,0,0,
1989-06-08,19.98,4.44,12.21,0,1724.956,,,0,1153.3,0,0,
1989-06-09,20.535,4.995,12.765,0,1724.956,,,0,1153.3,0,0,
1989-06-10,21.645,4.44,13.0425,0,1724.956,,,0,1153.3,0,0,
1989-06-11,22.2,6.105,14.1525,0,1724.956,,,0,1153.3,0,0,
1989-06-12,24.975,6.66,15.8175,0,1724.956,,,0,1153.3,0,0,
1989-06-13,25.53,4.995,15.2625,0,1724.956,,,0,1153.3,0,0,
1989-06-14,24.975,5.55,15.2625,0,1724.956,,,0,1153.3,0,0,
1989-06-15,19.425,7.215,13.32,T,1724.956,,100,0,1153.3,0,0,
1989-06-16,18.315,4.44,11.3775,0,1724.956,,,0,1153.3,0,0,
1989-06-17,22.755,2.775,12.765,0,1724.956,,,0,1153.3,0,0,
1989-06-18,25.53,2.775,14.1525,0,1724.956,,,0,1153.3,0,0,
1989-06-19,21.09,6.105,13.5975,0,1724.956,,,0,1153.3,0,0,
1989-06-20,22.2,3.885,13.0425,0,1724.956,,,0,1153.3,0,0,
1989-06-21,22.2,6.66,14.43,0,1724.956,,,0,1153.3,0,0,
1989-06-22,25.53,6.66,16.095,0,1724.956,,,0,1153.3,0,0,
1989-06-23,21.09,9.435,15.2625,0,1724.956,,,0,1153.3,0,0,
1989-06-24,22.2,7.77,14.985,0,1724.956,,,0,1153.3,0,0,
1989-06-25,23.865,4.995,14.43,0,1724.956,,,0,1153.3,0,0,
1989-06-26,23.865,7.215,15.54,0,1724.956,,,0,1153.3,0,0,
1989-06-27,18.87,7.77,13.32,0,1724.956,,,0,1153.3,0,0,
1989-06-28,18.87,6.105,12.4875,0,1724.956,,,0,1153.3,0,0,
1989-06-29,17.76,6.105,11.9325,0,1724.956,,,0,1153.3,0,0,
1989-06-30,17.205,3.885,10.545,0,1724.956,,,0,1153.3,0,0,
1989-07-01,22.2,0.555,11.3775,0,1725,,,0,1153.3,0,0,
1989-07-02,23.865,3.33,13.5975,0,1725,,,0,1153.3,0,0,
1989-07-03,26.085,4.44,15.2625,0,1725,,,0,1153.3,0,0,
1989-07-04,24.975,3.885,14.43,0,1725,,,0,1153.3,0,0,
1989-07-05,26.64,3.885,15.2625,0,1725,,,0,1153.3,0,0,
1989-07-06,29.415,4.44,16.9275,0,1725,,,0,1153.3,0,0,
1989-07-07,29.415,9.99,19.7025,0,1725,,,0,1153.3,0,0,
1989-07-08,28.305,9.435,18.87,0,1725,,,0,1153.3,0,0,
1989-07-09,24.42,5.55,14.985,0,1725,,,0,1153.3,0,0,
1989-07-10,23.865,4.995,14.43,0,1725,,,0,1153.3,0,0,
1989-07-11,26.085,6.105,16.095,0,1725,,,0,1153.3,0,0,
1989-07-12,25.53,7.215,16.3725,0,1725,,,0,1153.3,0,0,
1989-07-13,26.085,7.77,16.9275,0,1725,,,0,1153.3,0,0,
1989-07-14,26.64,6.66,16.65,0,1725,,,0,1153.3,0,0,
1989-07-15,23.865,6.105,14.985,0,1725,,,0,1153.3,0,0,
1989-07-16,22.755,6.105,14.43,0,1725,,,0,1153.3,0,0,
1989-07-17,25.53,7.77,16.65,0,1725,,,0,1153.3,0,0,
1989-07-18,29.415,9.435,19.425,0,1725,,,0,1153.3,0,0,
1989-07-19,29.97,11.655,20.8125,0,1725,,,0,1153.3,0,0,
1989-07-20,29.415,11.1,20.2575,0,1725,,,0,1153.3,0,0,
1989-07-21,27.75,10.545,19.1475,0,1725,,,0,1153.3,0,0,
1989-07-22,27.195,9.435,18.315,0,1725,,,0,1153.3,0,0,
1989-07-23,26.64,9.435,18.0375,0,1725,,,0,1153.3,0,0,
1989-07-24,27.195,9.99,18.5925,0,1725,,,0,1153.3,0,0,
1989-07-25,27.75,8.325,18.0375,0,1725,,,0,1153.3,0,0,
1989-07-26,26.085,8.325,17.205,0,1725,,,0,1153.3,0,0,
1989-07-27,26.64,6.66,16.65,0,1725,,,0,1153.3,0,0,
1989-07-28,26.64,6.66,16.65,0,1725,,,0,1153.3,0,0,
1989-07-29,26.085,8.325,17.205,0,1725,,,0,1153.3,0,0,
1989-07-30,24.42,7.77,16.095,0,1725,,,0,1153.3,0,0,
1989-07-31,21.645,6.66,14.1525,0,1725,,,0,1153.3,0,0,
1989-08-01,21.09,5.55,13.32,0,1725,,,0,1153.3,0,0,
1989-08-02,23.31,3.33,13.32,0,1725,,,0,1153.3,0,0,
1989-08-03,25.53,4.44,14.985,0,1725,,,0,1153.3,0,0,
1989-08-04,25.53,6.66,16.095,0,1725,,,0,1153.3,0,0,
1989-08-05,26.085,7.77,16.9275,0,1725,,,0,1153.3,0,0,
1989-08-06,27.75,8.88,18.315,0,1725,,,0,1153.3,0,0,
1989-08-07,17.205,12.765,14.985,12.954,1737.954,,100,0,1153.3,0,0,
1989-08-08,19.98,--,#VALUE!,31.75,1769.704,,100,0,1153.3,0,0,
1989-08-09,21.09,7.77,14.43,0,1769.704,,,0,1153.3,0,0,est.
1989-08-10,23.31,9.99,16.65,0,1769.704,,,0,1153.3,0,0,est.
1989-08-11,--,--,#VALUE!,0,1769.704,,,0,1153.3,0,0,
1989-08-12,--,--,#VALUE!,0,1769.704,,,0,1153.3,0,0,
1989-08-13,--,--,#VALUE!,0,1769.704,,,0,1153.3,0,0,
1989-08-14,26.64,3.33,14.985,0,1769.704,,,0,1153.3,0,0,
1989-08-15,24.975,4.44,14.7075,0,1769.704,,,0,1153.3,0,0,
1989-08-16,24.975,5.55,15.2625,0,1769.704,,,0,1153.3,0,0,
1989-08-17,21.645,7.215,14.43,0,1769.704,,,0,1153.3,0,0,
1989-08-18,22.2,4.995,13.5975,0,1769.704,,,0,1153.3,0,0,
1989-08-19,--,--,#VALUE!,0,1769.704,,,0,1153.3,0,0,
1989-08-20,--,--,#VALUE!,2.032,1771.736,,100,0,1153.3,0,0,
1989-08-21,23.31,6.66,14.985,0,1771.736,,,0,1153.3,0,0,
1989-08-22,21.09,7.77,14.43,1.016,1772.752,,100,0,1153.3,0,0,
1989-08-23,16.095,4.44,10.2675,5.08,1777.832,,100,0,1153.3,0,0,
1989-08-24,24.42,2.22,13.32,0,1777.832,,,0,1153.3,0,0,
1989-08-25,20.535,3.33,11.9325,0,1777.832,,,0,1153.3,0,0,
1989-08-26,22.2,4.44,13.32,0,1777.832,,,0,1153.3,0,0,
1989-08-27,23.865,3.33,13.5975,0,1777.832,,,0,1153.3,0,0,
1989-08-28,25.53,6.66,16.095,0,1777.832,,,0,1153.3,0,0,
1989-08-29,22.2,6.66,14.43,0,1777.832,,,0,1153.3,0,0,
1989-08-30,19.425,4.44,11.9325,0,1777.832,,,0,1153.3,0,0,
1989-08-31,23.31,4.995,14.1525,0,1777.832,,,0,1153.3,0,0,
1989-09-01,21.09,3.885,12.4875,0,1778,,,0,1153.3,--,--,
1989-09-02,23.865,3.33,13.5975,0,1778,,,0,1153.3,--,--,
1989-09-03,26.085,3.885,14.985,0,1778,,,0,1153.3,--,--,
1989-09-04,26.085,4.995,15.54,0,1778,,,0,1153.3,--,--,
1989-09-05,23.865,4.44,14.1525,0,1778,,,0,1153.3,--,--,
1989-09-06,20.535,3.885,12.21,0,1778,,,0,1153.3,--,--,
1989-09-07,19.425,2.775,11.1,0,1778,,,0,1153.3,--,--,
1989-09-08,23.31,3.885,13.5975,0,1778,,,0,1153.3,--,--,
1989-09-09,22.755,4.995,13.875,0,1778,,,0,1153.3,--,--,
1989-09-10,23.31,7.215,15.2625,0,1778,,,0,1153.3,--,--,
